,Symbol,Owner,Relationship,Date,Cost,# Shares,Value($),Total Shares,Filing,Type,currentprice,movingaverage
9,TIPT,Bell Sandra,Chief Financial Officer,"Apr 21, 2020",$5.00,200,1000,39235,"Apr 23, 2020, 09:45 AM",sell,5.480000019073486,6.955500017272102
10,EXEL,SCANGOS GEORGE A,Director,"Apr 21, 2020",$25.04,5800,145232,857231,"Apr 22, 2020, 08:50 PM",sell,26.530000686645508,18.26722225083245
11,EXEL,SCANGOS GEORGE A,Director,"Apr 20, 2020",$23.89,50000,1194637,894531,"Apr 22, 2020, 08:50 PM",sell,26.530000686645508,18.26722225083245
12,EXEL,SCANGOS GEORGE A,Director,"Apr 22, 2020",$25.05,4200,105210,853031,"Apr 22, 2020, 08:50 PM",sell,26.530000686645508,18.26722225083245
13,EXEL,Haley Patrick J.,"EVP, Commercial","Apr 20, 2020",$24.00,5000,120000,116873,"Apr 22, 2020, 08:49 PM",sell,26.530000686645508,18.26722225083245
14,DT,Pace Stephen J.,"SVP, Global Sales","Apr 22, 2020",$28.00,30000,840000,417891,"Apr 22, 2020, 08:35 PM",sell,28.549999237060547,24.671222262912327
15,RDI,James J. Cotter Living Trust,10% Owner,"Apr 22, 2020",$3.91,2500,9770,1757649,"Apr 22, 2020, 08:17 PM",sell,3.549999952316284,9.796444458431667
16,RDI,James J. Cotter Living Trust,10% Owner,"Apr 21, 2020",$3.81,2500,9531,1760149,"Apr 22, 2020, 08:17 PM",sell,3.549999952316284,9.796444458431667
17,RDI,James J. Cotter Living Trust,10% Owner,"Apr 20, 2020",$3.98,2500,9940,1762649,"Apr 22, 2020, 08:17 PM",sell,3.549999952316284,9.796444458431667
18,CNST,Valentine Karen,See Remarks,"Apr 20, 2020",$33.65,789,26550,0,"Apr 22, 2020, 08:17 PM",sell,37.29999923706055,26.922888927989536
19,CRWD,Carpenter Michael J.,"PRES., GLBAL SALES & FLD OPS","Apr 21, 2020",$70.03,4400,308132,129652,"Apr 22, 2020, 08:17 PM",sell,72.0,60.36630573272705
20,CRWD,Carpenter Michael J.,"PRES., GLBAL SALES & FLD OPS","Apr 20, 2020",$70.00,3000,210000,129652,"Apr 22, 2020, 08:17 PM",sell,72.0,60.36630573272705
21,RDI,COTTER MARGARET,"EVP, Real Estate Dev.","Apr 21, 2020",$3.81,2500,9531,1760149,"Apr 22, 2020, 08:16 PM",sell,3.549999952316284,9.796444458431667
22,RDI,COTTER MARGARET,"EVP, Real Estate Dev.","Apr 20, 2020",$3.98,2500,9940,1762649,"Apr 22, 2020, 08:16 PM",sell,3.549999952316284,9.796444458431667
23,RDI,COTTER MARGARET,"EVP, Real Estate Dev.","Apr 22, 2020",$3.91,2500,9770,1757649,"Apr 22, 2020, 08:16 PM",sell,3.549999952316284,9.796444458431667
24,CRWD,Kurtz George,PRESIDENT AND CEO,"Apr 20, 2020",$68.26,30952,2112783,15476,"Apr 22, 2020, 08:16 PM",sell,72.0,60.36630573272705
25,CRWD,Kurtz George,PRESIDENT AND CEO,"Apr 20, 2020",$68.26,2344,160001,1172,"Apr 22, 2020, 08:16 PM",sell,72.0,60.36630573272705
26,CRWD,Kurtz George,PRESIDENT AND CEO,"Apr 20, 2020",$68.26,2344,160001,1172,"Apr 22, 2020, 08:16 PM",sell,72.0,60.36630573272705
27,RDI,COTTER ELLEN M,"Chairperson, President and CEO","Apr 20, 2020",$3.98,2500,9940,1762649,"Apr 22, 2020, 08:15 PM",sell,3.549999952316284,9.796444458431667
28,RDI,COTTER ELLEN M,"Chairperson, President and CEO","Apr 22, 2020",$3.91,2500,9770,1757649,"Apr 22, 2020, 08:15 PM",sell,3.549999952316284,9.796444458431667
29,RDI,COTTER ELLEN M,"Chairperson, President and CEO","Apr 21, 2020",$3.81,2500,9531,1760149,"Apr 22, 2020, 08:15 PM",sell,3.549999952316284,9.796444458431667
30,CABO,Bowker Michael E.,Chief Operating Officer,"Apr 20, 2020",$1700.00,381,647700,2357,"Apr 22, 2020, 08:09 PM",sell,1814.0,1473.460836452908
31,CRM,Benioff Marc,Chair of the Board & CEO,"Apr 22, 2020",$153.36,10000,1533623,30118300,"Apr 22, 2020, 08:08 PM",sell,153.97999572753906,159.86666709052193
32,CRM,Benioff Marc,Chair of the Board & CEO,"Apr 21, 2020",$152.34,10000,1523351,30118000,"Apr 22, 2020, 08:08 PM",sell,153.97999572753906,159.86666709052193
33,CABO,McDonald Charles B.,"SVP, Operations","Apr 20, 2020",$1700.00,1346,2288200,1026,"Apr 22, 2020, 08:07 PM",sell,1814.0,1473.460836452908
34,DRNA,GREEN JOHN B,Chief Financial Officer,"Apr 20, 2020",$22.95,25624,588071,19421,"Apr 22, 2020, 08:00 PM",sell,21.850000381469727,18.64680553012424
35,ADPT,ROBINS HARLAN S,Chief Scientific Officer,"Apr 22, 2020",$30.28,25600,775103,96179,"Apr 22, 2020, 08:00 PM",sell,29.100000381469727,31.1823610941569
36,ADPT,ROBINS HARLAN S,Chief Scientific Officer,"Apr 21, 2020",$29.21,3900,113907,73376,"Apr 22, 2020, 08:00 PM",sell,29.100000381469727,31.1823610941569
37,ADPT,ROBINS HARLAN S,Chief Scientific Officer,"Apr 20, 2020",$28.83,14900,429506,83579,"Apr 22, 2020, 08:00 PM",sell,29.100000381469727,31.1823610941569
38,ADPT,Cohen Chad M,Chief Financial Officer,"Apr 20, 2020",$30.00,10000,300000,1000,"Apr 22, 2020, 08:00 PM",sell,29.100000381469727,31.1823610941569
39,CRM,Hawkins Mark J,President and CFO,"Apr 22, 2020",$154.00,7127,1097558,17031,"Apr 22, 2020, 07:58 PM",sell,153.97999572753906,159.86666709052193
40,PEN,Bose Arani,Chief Innovator,"Apr 20, 2020",$185.11,900,166599,579762,"Apr 22, 2020, 07:47 PM",sell,190.02000427246094,160.16155531141493
41,YEXT,Distelburger Brian,President,"Apr 21, 2020",$11.37,10000,113687,3641432,"Apr 22, 2020, 07:35 PM",sell,11.989999771118164,15.18066667450799
42,DBX,Regan Timothy,Chief Accounting Officer,"Apr 20, 2020",$19.18,2000,38360,152302,"Apr 22, 2020, 07:31 PM",sell,20.204999923706055,18.661805571450127
43,TRUP,Friedman Gavin,Chief People Officer,"Apr 20, 2020",$30.31,300,9093,2157,"Apr 22, 2020, 07:15 PM",sell,29.649999618530273,29.374666701422797
44,FSLY,Bergman Artur,"Chief Architect, Exec. Chair","Apr 20, 2020",$25.00,90000,2250000,479342,"Apr 22, 2020, 07:10 PM",sell,22.950000762939453,21.84427783224318
45,AMGN,SUGAR RONALD D,Director,"Apr 22, 2020",$233.35,1000,233350,14636,"Apr 22, 2020, 07:07 PM",sell,236.27999877929688,215.71383310953777
46,PUB,"Fairclough, Jr. Fred W.",Director,"Apr 22, 2020",$17.76,3750,66603,225176,"Apr 22, 2020, 07:02 PM",sell,18.899999618530273,26.461555624008177
47,ARWR,GIVEN BRUCE D,Chief Operating Officer,"Apr 20, 2020",$40.00,23515,940600,871449,"Apr 22, 2020, 07:00 PM",sell,38.88999938964844,41.007499874962704
48,ACAD,Stankovic Srdjan R.,President,"Apr 22, 2020",$50.02,54019,2701906,6027,"Apr 22, 2020, 06:30 PM",sell,50.93000030517578,40.77477775149875
49,ACAD,Stankovic Srdjan R.,President,"Apr 20, 2020",$50.15,100000,5015450,6027,"Apr 22, 2020, 06:30 PM",sell,50.93000030517578,40.77477775149875
50,PG,PELTZ NELSON,Director,"Apr 21, 2020",$119.65,287202,34362572,28930465,"Apr 22, 2020, 06:28 PM",sell,118.77999877929688,120.77138888041178
51,PG,PELTZ NELSON,Director,"Apr 20, 2020",$121.84,1813227,220924733,30277960,"Apr 22, 2020, 06:28 PM",sell,118.77999877929688,120.77138888041178
52,PG,PELTZ NELSON,Director,"Apr 22, 2020",$120.00,2033735,244050233,26896730,"Apr 22, 2020, 06:28 PM",sell,118.77999877929688,120.77138888041178
53,RGEN,DAWES KAREN A,Director,"Apr 20, 2020",$104.57,12200,1275717,118032,"Apr 22, 2020, 06:07 PM",sell,116.43000030517578,90.65944446987577
54,ZM,Steckelberg Kelly,Chief Financial Officer,"Apr 20, 2020",$151.32,11067,1674620,27512,"Apr 22, 2020, 05:59 PM",sell,158.8000030517578,89.5383333630032
55,GRUB,DeWitt Adam,"President, CFO and Treasurer","Apr 20, 2020",$41.38,1200,49656,54619,"Apr 22, 2020, 05:56 PM",sell,43.52000045776367,49.60755556954278
56,ZS,Sinha Amit,President of R&D and CTO,"Apr 21, 2020",$70.24,745,52327,124772,"Apr 22, 2020, 05:48 PM",sell,67.5,54.80605574713813
57,KNSA,Beetham Thomas W.,EVP & Chief Legal Officer,"Apr 21, 2020",$19.89,2518,50092,30544,"Apr 22, 2020, 05:39 PM",sell,19.860000610351562,12.116055549515618
58,KNSA,Beetham Thomas W.,EVP & Chief Legal Officer,"Apr 20, 2020",$19.06,47423,903882,32107,"Apr 22, 2020, 05:39 PM",sell,19.860000610351562,12.116055549515618
59,IPHI,Ogawa Richard,General Counsel,"Apr 21, 2020",$96.15,7138,686343,55929,"Apr 22, 2020, 05:37 PM",sell,98.75,72.50783322652181
60,LAKE,RYAN CHRISTOPHER JAMES,Director,"Apr 21, 2020",$16.66,100000,1666000,294602,"Apr 22, 2020, 05:20 PM",sell,15.220000267028809,12.495722251468235
61,LAKE,RYAN CHRISTOPHER JAMES,Director,"Apr 20, 2020",$16.36,39321,643292,394602,"Apr 22, 2020, 05:20 PM",sell,15.220000267028809,12.495722251468235
62,LAKE,RYAN CHRISTOPHER JAMES,Director,"Apr 22, 2020",$16.54,31352,518562,263250,"Apr 22, 2020, 05:20 PM",sell,15.220000267028809,12.495722251468235
63,BMRN,FUCHS HENRY J,"President, Worldwide R&D","Apr 20, 2020",$90.00,17213,1549170,122656,"Apr 22, 2020, 05:15 PM",sell,97.30999755859375,79.88033341301812
64,WORK,Schellhase David,General Counsel and Secretary,"Apr 20, 2020",$30.00,8166,244980,251745,"Apr 22, 2020, 05:08 PM",sell,26.059999465942383,24.398277674780953
65,WORK,Henderson Cal,Chief Technology Officer,"Apr 21, 2020",$30.04,1500,45060,70775,"Apr 22, 2020, 05:07 PM",sell,26.059999465942383,24.398277674780953
66,WORK,Henderson Cal,Chief Technology Officer,"Apr 20, 2020",$30.00,1500,45000,72275,"Apr 22, 2020, 05:07 PM",sell,26.059999465942383,24.398277674780953
67,WORK,Braccia Andrew,Director,"Apr 21, 2020",$29.96,32423,971393,577342,"Apr 22, 2020, 05:07 PM",sell,26.059999465942383,24.398277674780953
68,WORK,Braccia Andrew,Director,"Apr 20, 2020",$29.98,286063,8576169,609765,"Apr 22, 2020, 05:07 PM",sell,26.059999465942383,24.398277674780953
69,WORK,Zell Brandon,Chief Accounting Officer,"Apr 20, 2020",$30.00,6629,198870,189662,"Apr 22, 2020, 05:07 PM",sell,26.059999465942383,24.398277674780953
70,NET,VENROCK ASSOCIATES V LP,10% Owner,"Apr 20, 2020",$25.00,4000000,100000000,34105104,"Apr 22, 2020, 05:06 PM",sell,23.280000686645508,18.9147097433767
71,MGTX,Naylor Stuart,Chief Development Officer,"Apr 20, 2020",$15.00,696,10440,485321,"Apr 22, 2020, 05:02 PM",sell,13.899999618530273,17.250666660732694
72,TWLO,Lawson Jeff,Chief Executive Officer,"Apr 20, 2020",$109.49,35000,3832168,78957,"Apr 22, 2020, 05:02 PM",sell,109.94999694824219,108.28861088222928
73,OKTA,Grady Patrick W,Director,"Apr 20, 2020",$152.03,50000,7601459,143309,"Apr 22, 2020, 05:02 PM",sell,155.35000610351562,121.57683338589139
74,KOD,EHRLICH JASON,See Remarks,"Apr 20, 2020",$54.12,6950,376115,36595,"Apr 22, 2020, 05:01 PM",sell,52.939998626708984,40.88661094241672
75,HLIX,HODGES PAUL E. III,Director,"Apr 20, 2020",$0.13,11538,1500,760126,"Apr 22, 2020, 05:00 PM",sell,0.1378999948501587,0.48996055527693694
76,MGTX,SHENK THOMAS E,Director,"Apr 20, 2020",$15.00,4482,67230,166327,"Apr 22, 2020, 05:00 PM",sell,13.899999618530273,17.250666660732694
77,RNG,Shmunis Vladimir,CEO & Chairman,"Apr 20, 2020",$248.38,16000,3974147,47688,"Apr 22, 2020, 04:55 PM",sell,238.72999572753906,178.63977750142416
78,RNG,Shmunis Vladimir,CEO & Chairman,"Apr 20, 2020",$248.38,25000,6209471,264856,"Apr 22, 2020, 04:55 PM",sell,238.72999572753906,178.63977750142416
79,ILMN,SAMAD SAM,SVP and CFO,"Apr 20, 2020",$320.02,1356,433947,6592,"Apr 22, 2020, 04:54 PM",sell,309.07000732421875,297.05827814737955
80,ILMN,FLATLEY JAY T,Director,"Apr 21, 2020",$310.77,3000,932310,248970,"Apr 22, 2020, 04:52 PM",sell,309.07000732421875,297.05827814737955
81,QLYS,Fisher Melissa B,Chief Financial Officer,"Apr 20, 2020",$106.14,1000,106140,179139,"Apr 22, 2020, 04:44 PM",sell,109.26000213623047,84.35594452752008
82,FC,STEPP ESTHER KAY,Director,"Apr 21, 2020",$17.20,4000,68808,39429,"Apr 22, 2020, 04:38 PM",sell,18.739999771118164,31.937166717317368
83,PLAN,CALDERONI FRANK,Chairman and CEO,"Apr 21, 2020",$36.69,48520,1780354,1362279,"Apr 22, 2020, 04:38 PM",sell,39.18000030517578,49.028555636935764
84,GWRE,Ryu Marcus,Director,"Apr 20, 2020",$88.36,12500,1104541,8815,"Apr 22, 2020, 04:37 PM",sell,87.16999816894531,104.29333339267306
85,MPWR,Blegen Theodore,CFO,"Apr 20, 2020",$183.05,2447,447931,143652,"Apr 22, 2020, 04:35 PM",sell,186.0399932861328,163.80700022379557
86,LULU,Wilson Dennis J.,Director by deputization,"Apr 20, 2020",$220.86,135836,30000134,133871,"Apr 22, 2020, 04:31 PM",sell,214.5500030517578,210.51705585055882
87,GSHD,Colby Michael C.,President and COO,"Apr 20, 2020",$43.00,20000,859904,71051,"Apr 22, 2020, 04:30 PM",sell,50.08000183105469,46.24408355289035
88,NSTG,Malloy Kirk,Director,"Apr 20, 2020",$30.00,1500,45000,0,"Apr 22, 2020, 04:27 PM",sell,28.760000228881836,26.06111110051473
89,BKH,EMERY DAVID R,Executive Chairman,"Apr 21, 2020",$61.52,6250,384526,88578,"Apr 22, 2020, 04:26 PM",sell,62.52000045776367,75.32861099243163
90,AMD,Norrod Forrest Eugene,SVP & GM DESG,"Apr 20, 2020",$57.06,75000,4279269,810241,"Apr 22, 2020, 04:18 PM",sell,56.18000030517578,40.86605557335748
91,BDSI,ODONNELL FRANCIS E JR,Director,"Apr 20, 2020",$4.22,20000,84400,632788,"Apr 22, 2020, 04:18 PM",sell,4.360000133514404,5.084555563661787
92,CDLX,Grimes Scott D.,Chief Executive Officer,"Apr 21, 2020",$39.92,37500,1497184,301731,"Apr 22, 2020, 04:18 PM",sell,42.36000061035156,52.737221982744
93,CUBI,Jastrem Thomas John,Chief Risk Officer,"Mar 04, 2020",$20.90,532,11117,13711,"Apr 22, 2020, 04:16 PM",sell,10.6899995803833,19.84994445906745
94,CUBI,Jastrem Thomas John,Chief Risk Officer,"Mar 02, 2020",$20.65,2125,43889,14518,"Apr 22, 2020, 04:16 PM",sell,10.6899995803833,19.84994445906745
95,VRTX,Lee Yuchun,Director,"Apr 21, 2020",$266.76,2000,533523,3578,"Apr 22, 2020, 04:14 PM",sell,269.8599853515625,211.73561079237197
96,VRTX,Lee Yuchun,Director,"Apr 20, 2020",$273.16,2000,546310,3775,"Apr 22, 2020, 04:14 PM",sell,269.8599853515625,211.73561079237197
97,ACN,Unruch Joel,General Counsel/Corp Secretary,"Apr 20, 2020",$175.18,855,149777,24689,"Apr 22, 2020, 04:11 PM",sell,175.4600067138672,191.4683332655165
98,ACN,ROWLAND DAVID,Executive Chairman,"Apr 20, 2020",$175.34,34,5961,22637,"Apr 22, 2020, 04:11 PM",sell,175.4600067138672,191.4683332655165
99,ACN,Ollagnier Jean-Marc,Chief Executive - Europe,"Apr 20, 2020",$175.21,4499,788287,180110,"Apr 22, 2020, 04:11 PM",sell,175.4600067138672,191.4683332655165
100,ACN,Deblaere Johan,Chief Operating Officer,"Apr 20, 2020",$175.26,3000,525774,62269,"Apr 22, 2020, 04:10 PM",sell,175.4600067138672,191.4683332655165
1,MNTA,Manning Anthony M.,Chief Scientific Officer,"Apr 21, 2020",$30.55,1886,57617,12758,"Apr 22, 2020, 04:08 PM",sell,32.060001373291016,20.605000029669867
2,ALNY,KEATING LAURIE,"EVP, Chief Legal Officer","Apr 20, 2020",$139.00,10000,1390000,14492,"Apr 22, 2020, 04:07 PM",sell,145.6300048828125,103.8381110297309
3,ALNY,Vaishnaw Akshay,"President, R&D","Apr 20, 2020",$140.00,21971,3075940,14119,"Apr 22, 2020, 04:06 PM",sell,145.6300048828125,103.8381110297309
4,EIDX,Valle Franco,"Senior Vice President, Finance","Apr 20, 2020",$49.79,2000,99580,0,"Apr 22, 2020, 04:05 PM",sell,51.97999954223633,48.061500040690106
5,GBT,SUVARI TRICIA BORGA,Chief Legal Officer,"Apr 20, 2020",$75.00,4080,306000,7441,"Apr 22, 2020, 04:05 PM",sell,80.29000091552734,60.54111124674479
6,HUBS,Halligan Brian,Chief Executive Officer,"Apr 21, 2020",$139.90,8500,1189188,682257,"Apr 22, 2020, 04:04 PM",sell,145.35000610351562,161.56972262064616
7,APEI,Landon Timothy J,Director,"Apr 20, 2020",$24.23,200,4846,16326,"Apr 22, 2020, 04:02 PM",sell,22.90999984741211,24.361999988555908
8,PG,Keith R. Alexandra,CEO - Beauty,"Apr 21, 2020",$120.00,7360,883200,44746,"Apr 22, 2020, 01:42 PM",sell,118.77999877929688,120.77138888041178
9,ISRG,Samath Jamie,SVP of Finance,"Apr 21, 2020",$506.18,248,125533,207,"Apr 22, 2020, 12:22 PM",sell,514.9299926757812,541.7109452989366
10,SHSP,CAT ROCK CAPITAL MANAGEMENT LP,10% Owner,"Apr 21, 2020",$6.00,24760,148597,1282335,"Apr 22, 2020, 11:29 AM",sell,6.539999961853027,10.177833278973898
11,PG,Sheppard Valarie L,"Controller, Treas. & Exec. VP","Apr 21, 2020",$119.50,25600,3059200,24998,"Apr 22, 2020, 11:06 AM",sell,118.77999877929688,120.77138888041178
12,SAM,KOCH C JAMES,Chairman,"Apr 21, 2020",$420.79,1600,673272,207269,"Apr 22, 2020, 08:57 AM",sell,438.9200134277344,380.94550052218966
13,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,16109,21667,530238,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
14,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,2768,3593,144676,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
15,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,399,476,32165,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
16,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,15358,20657,505495,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
17,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,1294,1680,67627,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
18,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,266,317,21410,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
19,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,36224,43179,2917829,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
20,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,4479,6024,147444,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
21,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,623,809,32564,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
22,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,6380,7605,513904,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
23,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,2094,2816,68921,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
24,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,415,539,21676,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
25,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,56517,73359,2954053,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
26,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,6082,7250,489923,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
27,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,1008,1356,33187,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
28,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,9954,12920,520284,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
29,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,1774,2115,142902,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
30,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,671,902,22091,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
31,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,91465,123020,3010570,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
32,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,9490,12318,496005,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
33,ELVT,SCFF MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,829,988,66798,"Apr 21, 2020, 09:53 PM",sell,1.3799999952316284,3.769611102011469
34,GGO.A,GABELLI MARIO J,Director,"Apr 20, 2020",$40.23,1200,48276,15200,"Apr 21, 2020, 09:52 PM",sell,na,na
35,GGO.A,GABELLI MARIO J,Director,"Apr 17, 2020",$40.18,1600,64288,16400,"Apr 21, 2020, 09:52 PM",sell,na,na
36,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,2094,2816,68921,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
37,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,415,539,21676,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
38,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,56517,73359,2954053,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
39,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,6082,7250,489923,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
40,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,1008,1356,33187,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
41,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,9954,12920,520284,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
42,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,1774,2115,142902,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
43,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,671,902,22091,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
44,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,91465,123020,3010570,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
45,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,9490,12318,496005,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
46,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,829,988,66798,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
47,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,16109,21667,530238,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
48,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,2768,3593,144676,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
49,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,399,476,32165,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
50,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,15358,20657,505495,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
51,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,1294,1680,67627,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
52,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,266,317,21410,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
53,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,36224,43179,2917829,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
54,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 17, 2020",$1.35,4479,6024,147444,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
55,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 20, 2020",$1.30,623,809,32564,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
56,ELVT,SCGF III MANAGEMENT LLC,10% Owner,"Apr 21, 2020",$1.19,6380,7605,513904,"Apr 21, 2020, 09:49 PM",sell,1.3799999952316284,3.769611102011469
57,KTOS,Lund Deanna H,EVP & CFO,"Apr 21, 2020",$14.05,7600,106750,262805,"Apr 21, 2020, 09:35 PM",sell,14.239999771118164,17.827555555767482
58,TSLA,Kirkhorn Zachary,Chief Financial Officer,"Apr 17, 2020",$772.92,150,115938,11282,"Apr 21, 2020, 09:21 PM",sell,725.1500244140625,437.2190561082628
59,KTOS,Carrai Phillip D,"President, STC Division","Apr 17, 2020",$15.00,3350,50250,87979,"Apr 21, 2020, 09:09 PM",sell,14.239999771118164,17.827555555767482
60,"OPGN,OPGNW",Curetis N.V. in Liquidation,10% Owner,"Apr 17, 2020",$2.46,165902,408119,1862306,"Apr 21, 2020, 08:09 PM",sell,na,na
61,"OPGN,OPGNW",Curetis N.V. in Liquidation,10% Owner,"Apr 21, 2020",$2.30,95609,219901,1711555,"Apr 21, 2020, 08:09 PM",sell,na,na
62,"OPGN,OPGNW",Curetis N.V. in Liquidation,10% Owner,"Apr 20, 2020",$2.35,55142,129584,1807164,"Apr 21, 2020, 08:09 PM",sell,na,na
63,DRNA,Brown Bob D,See Remarks,"Apr 20, 2020",$23.00,13281,305463,5000,"Apr 21, 2020, 08:01 PM",sell,21.850000381469727,18.64680553012424
64,DRNA,Brown Bob D,See Remarks,"Apr 17, 2020",$21.18,8185,173358,5000,"Apr 21, 2020, 08:01 PM",sell,21.850000381469727,18.64680553012424
